,med_id,question,input_tokens,output_tokens,total_tokens,latency_sec,gen_latency_sec,retrieval_latency_sec,peak_vram_MiB,prompt_chars,throughput_tok_per_s,prompt_tok_per_s,device,dtype,model_name,temperature,top_p,max_new_tokens,timestamp_start,timestamp_end,attempt,question_chars,answer_raw_chars,answer_raw_tokens,prompt_to_output_char_ratio,retrieved_count,fact_context,total_latency_sec,Unnamed: 0,correctness,context,answers_choice,thinkings_choices,facts_choices
10,15,Does older age influence the risk of BCC?,582.0,571.0,1153.0,21.725918158888817,21.723970092833042,0.3516668677330017,9171.36865234375,1873.0,26.284330053850457,298757.8364064024,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505051.157954074,66505072.88387223,1,41.0,128.0,27.0,14.6328125,28,"sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, female reproductive system has part ovaries, female reproductive system has part fallopian tube, female reproductive system has part cervix, female reproductive system has part vagina",22.07758502662182,15,0.9297914505004884,0.7691190242767334,unique,not_include,unique
11,16,Does a family history of skin cancer affect the risk of BCC?,710.0,756.0,1466.0,28.84137574583292,28.83906064927578,0.38108283281326294,9183.72509765625,2185.0,26.214446066535977,306682.6728285601,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505073.74031677,66505102.58169252,1,60.0,403.0,83.0,5.421836228287841,26,"Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, mouth cancer subclass of head and neck cancers, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, bleeding from the anus subclass of Anal cancer, PSA density facet of prostate cancer, digestive system has part liver, female reproductive system has part ovaries, female reproductive system has part fallopian tube, female reproductive system has part cervix",29.222458578646183,16,0.9450724124908448,0.8443596363067627,unique,not_include,unique
12,19,When might radiation therapy or systemic therapy be used for BCC?,746.0,34.0,780.0,1.2974899113178253,1.2953209280967712,0.17768165469169617,9187.81494140625,2278.0,26.24832137156663,343939.95894420095,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505152.431252725,66505153.72874264,1,65.0,172.0,35.0,13.244186046511627,18,"immunotherapy subclass of Systemic therapy, High-dose chemotherapy subclass of chemotherapy, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, sentinel lymph node subclass of lymph node(s), Panoramic dental x-ray uses radiation, bleeding from the anus subclass of Anal cancer, General health test subclass of test, PSA density facet of prostate cancer",1.4751715660095215,19,0.965665340423584,0.8557784557342529,unique,not_include,unique
13,21,What is recommended for follow-up after BCC treatment?,791.0,22.0,813.0,0.8764550536870956,0.8732146993279457,0.19579508155584335,9192.54541015625,2356.0,25.194262094914244,244109.1042300414,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505177.1719688,66505178.04842386,1,54.0,118.0,23.0,19.966101694915253,17,"immunotherapy subclass of Systemic therapy, High-dose chemotherapy subclass of chemotherapy, General health test subclass of test, sentinel lymph node subclass of lymph node(s), mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, bleeding from the anus subclass of Anal cancer",1.072250135242939,21,0.8580472469329834,0.775769829750061,unique,not_include,unique
14,22,Which cell type is affected in basal cell carcinoma?,715.0,65.0,780.0,2.5527055487036705,2.5505224615335464,0.17296142131090164,9184.16015625,2208.0,25.484974541615134,327517.8425236085,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505178.551194474,66505181.10390002,1,52.0,330.0,66.0,6.6909090909090905,15,"Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, mouth cancer subclass of head and neck cancers, sentinel lymph node subclass of lymph node(s), blood has part white blood cell, Thyroid nodule part of thyroid gland, bleeding from the anus subclass of Anal cancer, PSA density facet of prostate cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing",2.725666970014572,22,0.9046353697776794,0.8522200584411621,unique,not_include,unique
15,28,"What is a flat, pale or yellow area on the skin indicative of in BCC?",773.0,842.0,1615.0,32.51846245676279,32.514889128506184,0.206147663295269,9191.05126953125,2266.0,25.895828728562655,216324.93420405168,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505310.71659672,66505343.23505918,1,69.0,481.0,106.0,4.711018711018711,27,"sentinel lymph node subclass of lymph node, Basal cell skin cancer subclass of skin cancer, blood has part white blood cell, General health test subclass of test, High-dose chemotherapy subclass of chemotherapy, basal cell carcinoma subclass of mouth cancer, mouth cancer subclass of head and neck cancers, bleeding from the anus subclass of Anal cancer, immunotherapy subclass of Systemic therapy",32.72461012005806,28,0.8944413661956787,0.7755947709083557,unique,not_include,unique
16,29,What does a shiny bump on the skin suggest in the context of BCC?,786.0,839.0,1625.0,34.377229519188404,34.374111257493496,0.19416669756174088,9192.1298828125,2322.0,24.407903777209643,252063.51387488472,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505344.01444089,66505378.391670406,1,65.0,385.0,90.0,6.031168831168831,27,"blood has part white blood cell, sentinel lymph node subclass of lymph node, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, mouth cancer subclass of head and neck cancers, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, bleeding from the anus subclass of Anal cancer",34.571396216750145,29,0.8858079314231873,0.7877916097640991,unique,not_include,unique
17,31,Which exams are essential for diagnosing BCC?,653.0,640.0,1293.0,26.19788596779108,26.194843523204327,0.20991165935993195,9178.76904296875,2016.0,24.432289486022896,214630.03889800416,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505409.45887208,66505435.65675805,1,45.0,98.0,24.0,20.571428571428573,17,"PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland, female reproductive system has part fallopian tube, female reproductive system has part cervix, female reproductive system has part ovaries, female reproductive system has part vagina",26.407797627151012,31,0.9446929693222046,0.7693692445755005,unique,not_include,unique
18,32,What role does biopsy play in BCC diagnosis?,861.0,893.0,1754.0,36.8786166459322,36.87508995085955,0.20821548998355865,9198.3583984375,2516.0,24.21689007918432,244137.92013858815,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505436.791237265,66505473.66985391,1,44.0,363.0,69.0,6.931129476584022,22,"genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, General health test subclass of test, PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland, immunotherapy subclass of Systemic therapy, bleeding from the anus subclass of Anal cancer, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, Basal cell skin cancer subclass of skin cancer, High-dose chemotherapy subclass of chemotherapy",37.086832135915756,32,0.9192766547203064,0.7979621887207031,unique,not_include,unique
19,33,Is imaging sometimes used in the diagnosis of BCC?,882.0,885.0,1767.0,36.26436256617308,36.26100690662861,0.22065692394971848,9200.10107421875,2565.0,24.406382378703874,262839.53670271696,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505474.25466406,66505510.51902663,1,50.0,204.0,40.0,12.573529411764707,22,"Panoramic dental x-ray uses radiation, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, General health test subclass of test, PSA density facet of prostate cancer, High-dose chemotherapy subclass of chemotherapy, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, bleeding from the anus subclass of Anal cancer, immunotherapy subclass of Systemic therapy, mouth cancer subclass of head and neck cancers",36.485019490122795,33,0.927643656730652,0.7953072786331177,unique,not_include,unique
20,36,What is included in annual follow-up for BCC patients?,793.0,783.0,1576.0,32.830387845635414,32.8272814527154,0.20604146271944046,9192.71142578125,2351.0,23.852112186866208,255280.0049504357,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505575.13490019,66505607.965288036,1,54.0,139.0,27.0,16.913669064748202,20,"General health test subclass of test, High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, sentinel lymph node subclass of lymph node, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, bleeding from the anus subclass of Anal cancer, basal cell carcinoma subclass of mouth cancer",33.036429308354855,36,0.8943451642990112,0.8068346977233887,unique,not_include,unique
21,37,What is the primary cancer type discussed in this context?,728.0,14.0,742.0,0.6064393296837807,0.6032842323184013,0.21980546414852142,9185.28955078125,2274.0,23.206308486131757,230737.72872694643,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505608.52137504,66505609.12781437,1,58.0,88.0,15.0,25.84090909090909,11,"mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, sentinel lymph node subclass of lymph node, High-dose chemotherapy subclass of chemotherapy, General health test subclass of test, bleeding from the anus subclass of Anal cancer, immunotherapy subclass of Systemic therapy, PSA density facet of prostate cancer, digestive system has part liver, liver part of digestive system",0.8262447938323021,37,0.8655086755752563,0.8258222341537476,unique,not_include,unique
22,38,Which cells does primary CNS lymphoma originate from?,662.0,633.0,1295.0,26.266879990696907,26.264156453311443,0.2143591344356537,9179.55078125,2115.0,24.10128804727669,243066.24301662986,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505609.68136386,66505635.94824385,1,53.0,43.0,8.0,49.18604651162791,10,"High-dose chemotherapy subclass of chemotherapy, sentinel lymph node subclass of lymph node, blood has part white blood cell, Basal cell skin cancer subclass of skin cancer, mouth cancer subclass of head and neck cancers, basal cell carcinoma subclass of mouth cancer, immunotherapy subclass of Systemic therapy, General health test subclass of test, liver part of digestive system, digestive system has part liver",26.48123912513256,38,0.9923401474952698,0.8053854703903198,unique,not_include,unique
23,42,What is a major risk factor for developing primary CNS lymphoma?,694.0,692.0,1386.0,26.580731719732285,26.57770784944296,0.227650485932827,9182.33203125,2179.0,26.036857802788422,229507.19891981658,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505715.3279081,66505741.90863982,1,64.0,188.0,35.0,11.590425531914894,12,"sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, PSA density facet of prostate cancer, basal cell carcinoma subclass of mouth cancer, digestive system has part liver, cervix part of female reproductive system, female reproductive system has part cervix, Thyroid nodule part of thyroid gland",26.80838220566511,42,0.8499097228050232,0.8006641864776611,unique,not_include,unique
24,44,Name two autoimmune conditions listed as risk factors for primary CNS lymphoma.,775.0,758.0,1533.0,29.265622027218342,29.262496151030064,0.20482087880373,9191.21728515625,2361.0,25.90346346695095,247930.48518882226,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505767.64322909,66505796.90885112,1,79.0,122.0,20.0,19.352459016393443,17,"immunotherapy subclass of Systemic therapy, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, High-dose chemotherapy subclass of chemotherapy, Basal cell skin cancer subclass of skin cancer, mouth cancer subclass of head and neck cancers, bleeding from the anus subclass of Anal cancer, liver part of digestive system, digestive system has part liver",29.470442906022072,44,0.8948847055435181,0.7893663644790649,unique,not_include,unique
25,45,Which diagnostic imaging technique is considered most useful for identifying primary CNS lymphoma?,866.0,926.0,1792.0,35.57940053939819,35.575747065246105,0.236581452190876,9198.77294921875,2576.0,26.028968507722723,237034.65905322813,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505797.56487212,66505833.14427266,1,98.0,543.0,97.0,4.7440147329650095,22,"PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland, mouth cancer subclass of head and neck cancers, bleeding from the anus subclass of Anal cancer, Panoramic dental x-ray uses radiation, High-dose chemotherapy subclass of chemotherapy, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, genetic abnormality studied by genetic testing, genetic testing studies genetic abnormality",35.81598199158907,45,0.8411809206008911,0.7691729068756104,unique,not_include,unique
26,46,What is the standard biopsy procedure for diagnosing primary CNS lymphoma?,928.0,85.0,1013.0,3.314843498170376,3.311022326350212,0.2110302597284317,9205.5859375,2672.0,25.67182930889407,242857.4384179976,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505833.978948146,66505837.293791644,1,74.0,446.0,86.0,5.99103139013453,23,"genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, General health test subclass of test, PSA density facet of prostate cancer, Thyroid nodule part of thyroid gland, immunotherapy subclass of Systemic therapy, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection, bleeding from the anus subclass of Anal cancer, High-dose chemotherapy subclass of chemotherapy, Basal cell skin cancer subclass of skin cancer",3.5258737578988075,46,0.8743722438812256,0.7664534449577332,unique,not_include,unique
27,51,What is the main chemotherapy drug for primary CNS lymphoma?,671.0,16.0,687.0,0.6406877934932709,0.6378153860569,0.20805174857378006,9180.33349609375,2111.0,25.085628772480923,233601.95754393973,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505953.42201051,66505954.062698305,1,60.0,78.0,17.0,27.064102564102566,11,"High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, blood has part white blood cell, mouth cancer subclass of head and neck cancers, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, liver part of digestive system, digestive system has part liver",0.8487395420670509,51,0.9115653038024902,0.8281298279762268,unique,not_include,unique
28,52,Which immunotherapy drug is primarily used in the treatment of primary CNS lymphoma?,711.0,85.0,796.0,3.2163137942552567,3.2143729850649834,0.1936434730887413,9183.8125,2202.0,26.443726473230548,366342.0410225305,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505954.62553197,66505957.841845766,1,84.0,408.0,86.0,5.397058823529412,11,"immunotherapy subclass of Systemic therapy, High-dose chemotherapy subclass of chemotherapy, mouth cancer subclass of head and neck cancers, sentinel lymph node subclass of lymph node, Basal cell skin cancer subclass of skin cancer, General health test subclass of test, basal cell carcinoma subclass of mouth cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection",3.409957267343998,52,0.8939573764801025,0.7984368205070496,unique,not_include,unique
29,53,What is the most commonly used radiation technique for primary CNS lymphoma?,735.0,772.0,1507.0,29.369975976645947,29.368025973439217,0.1962636187672615,9185.8984375,2293.0,26.28709197881416,376922.45708281593,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505958.72837262,66505988.098348595,1,76.0,439.0,74.0,5.223234624145786,12,"High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, Panoramic dental x-ray uses radiation, Basal cell skin cancer subclass of skin cancer, mouth cancer subclass of head and neck cancers, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, basal cell carcinoma subclass of mouth cancer, bleeding from the anus subclass of Anal cancer, PSA density facet of prostate cancer",29.566239595413208,53,0.8544623851776123,0.8027472496032715,unique,not_include,unique
30,54,What are the two main treatment phases for primary CNS lymphoma?,750.0,20.0,770.0,0.7720173746347427,0.7698565721511841,0.21562335640192032,9188.14697265625,2287.0,25.97886505549297,347093.270072892,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505988.62255784,66505989.394575216,1,64.0,110.0,21.0,20.79090909090909,12,"High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, mouth cancer subclass of head and neck cancers, PSA density facet of prostate cancer, bleeding from the anus subclass of Anal cancer, liver part of digestive system, digestive system has part liver, Thyroid nodule part of thyroid gland, cervix part of female reproductive system, female reproductive system has part cervix",0.987640731036663,54,0.8247272372245789,0.7953466773033142,unique,not_include,unique
31,55,What is the purpose of supportive care in primary CNS lymphoma management?,703.0,724.0,1427.0,27.430004827678204,27.427232332527637,0.21678782999515533,9183.11474609375,2221.0,26.397122072771595,253562.21086859546,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66505990.079937175,66506017.509942,1,74.0,336.0,58.0,6.6101190476190474,11,"High-dose chemotherapy subclass of chemotherapy, immunotherapy subclass of Systemic therapy, sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, General health test subclass of test, Basal cell skin cancer subclass of skin cancer, bleeding from the anus subclass of Anal cancer, basal cell carcinoma subclass of mouth cancer, PSA density facet of prostate cancer, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection",27.64679265767336,55,0.8481165170669556,0.7946887612342834,unique,not_include,unique
32,56,Which performance measure is evaluated to guide treatment decisions in primary CNS lymphoma?,748.0,19.0,767.0,0.7534760758280754,0.7502985373139381,0.2360624298453331,9187.98095703125,2314.0,25.32325341859232,235402.33947505406,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66506018.08528795,66506018.83876403,1,92.0,118.0,20.0,19.610169491525422,11,"High-dose chemotherapy subclass of chemotherapy, sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, immunotherapy subclass of Systemic therapy, General health test subclass of test, bleeding from the anus subclass of Anal cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection",0.9895385056734085,56,0.8512111306190491,0.768139123916626,unique,not_include,unique
33,59,Which diagnostic method is used to assess eye involvement in primary CNS lymphoma?,737.0,751.0,1488.0,28.530554845929146,28.52759461849928,0.21678444743156433,9187.068359375,2276.0,26.325388103804563,248967.35722537534,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66506075.9594076,66506104.48996244,1,82.0,291.0,51.0,7.821305841924398,12,"High-dose chemotherapy subclass of chemotherapy, Basal cell skin cancer subclass of skin cancer, mouth cancer subclass of head and neck cancers, sentinel lymph node subclass of lymph node, basal cell carcinoma subclass of mouth cancer, immunotherapy subclass of Systemic therapy, bleeding from the anus subclass of Anal cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection",28.74733929336071,59,0.8374596834182739,0.7715237140655518,unique,not_include,unique
34,60,What follow-up method is recommended for surveillance after treatment of primary CNS lymphoma?,762.0,20.0,782.0,0.778060644865036,0.7751378044486046,0.21709290146827698,9189.14306640625,2338.0,25.801863726962754,260705.30423633114,cuda:0,torch.bfloat16,Qwen/Qwen2.5-3B,0.2,0.9,1500,66506105.22160538,66506105.99966603,1,94.0,114.0,21.0,20.50877192982456,12,"High-dose chemotherapy subclass of chemotherapy, sentinel lymph node subclass of lymph node, mouth cancer subclass of head and neck cancers, Basal cell skin cancer subclass of skin cancer, basal cell carcinoma subclass of mouth cancer, immunotherapy subclass of Systemic therapy, General health test subclass of test, bleeding from the anus subclass of Anal cancer, genetic testing studies genetic abnormality, genetic abnormality studied by genetic testing, sexually transmitted infection has cause HPV, HPV has effect sexually transmitted infection",0.995153546333313,60,0.8805301189422607,0.7794156074523926,unique,not_include,unique
